,id,address,date,cause,longitude,latitude,done
87306,3101015200910748,南京东路湖北路00米,2009-08-09 16:02:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
87338,3101015200911026,中山东一路南京东路00米,2009-08-08 10:00:00.0,上海市公安局黄浦分局交通警察支队机动责任区,121.48581289794502,31.23900747487284,1
87387,3101015200911586,中山东一路南京东路00米,2009-08-20 10:05:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
87405,3101015200911759,南京东路中山东一路00米,2009-08-27 16:30:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
87448,3101015200912235,中山东一路南京东路00米,2009-09-04 19:55:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
87598,3101015200913838,山西南路出南京东路020米,2009-08-20 10:30:00.0,上海市公安局黄浦分局交通警察支队机动责任区,121.4850961957461,31.241036382254336,1
87727,3101015200915215,南京东路四川中路00米,2009-10-30 08:20:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
87730,3101015200915273,南京东路福建中路00米,2009-11-02 22:50:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47618924646018,31.237171522938805,1
87752,3101015200915509,南京东路四川中路00米,2009-11-06 22:25:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
87854,3101015200916644,南京东路四川中路00米,2009-12-03 08:15:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48398944666043,31.238663807827244,1
87888,3101015200916888,南京东路江西中路00米,2009-12-08 12:08:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.4805716389784,31.243879436967937,1
87943,3101015200917565,中山东一路南京东路00米,2009-12-14 08:05:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
87958,3101015200917731,中山东一路南京东路00米,2009-03-28 13:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
88016,3101015201000249,南京东路江西中路00米,2009-12-23 09:20:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.4805716389784,31.243879436967937,1
88033,3101015201000462,河南中路进南京东路010米,2010-01-06 10:08:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47165483025508,31.236408753035963,1
88173,3101015201002031,南京东路中山东一路00米,2010-02-25 17:25:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
88177,3101015201002066,浙江中路南京东路00米,2010-02-26 19:45:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
88208,3101015201002382,贵州路出南京东路03米,2010-03-06 20:52:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
88236,3101015201002570,南京东路中山东一路00米,2010-03-11 08:01:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
88244,3101015201002639,南京东路中山东一路00米,2010-03-16 10:10:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
88273,3101015201002999,中山东一路南京东路00米,2010-03-25 11:30:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
88406,3101015201004301,浙江中路南京东路00米,2010-04-05 10:30:00.0,上海市公安局黄浦分局交通警察支队机动责任区,121.47915913391535,31.239069200609805,1
88440,3101015201004698,西藏中路南京东路00米,2010-04-29 19:15:00.0,上海市公安局黄浦分局交通警察支队机动责任区,121.47915913391535,31.239069200609805,1
88452,3101015201004829,西藏中路南京东路00米,2010-05-22 02:50:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
88465,3101015201004945,南京东路四川中路00米,2010-05-20 21:50:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
88475,3101015201005055,浙江中路南京东路00米,2010-05-28 13:35:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
88587,3101015201006289,南京东路云南中路00米,2010-06-30 07:10:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47344034759107,31.23345527369387,1
88654,3101015201007041,南京东路河南中路00米,2010-07-29 13:20:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47996792847754,31.240744200184704,1
88659,3101015201007099,南京东路四川中路00米,2010-07-21 09:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
88674,3101015201007232,广西北路南京东路00米,2010-08-04 14:50:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
88691,3101015201007393,浙江中路南京东路00米,2010-08-11 13:41:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
88829,3101015201008883,南京东路江西中路00米,2010-09-19 15:30:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48215950922507,31.239767451026275,1
88865,3101015201009328,南京东路福建中路00米,2010-10-04 11:35:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47618924646018,31.237171522938805,1
88885,3101015201009570,福建中路南京东路00米,2010-10-15 10:30:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
88928,3101015201009979,南京东路湖北路00米,2010-10-25 13:15:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
88954,3101015201010296,南京东路浙江中路00米,2010-10-05 19:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47423270701847,31.236566093075147,1
88999,3101015201010950,南京东路河南中路00米,2010-11-20 12:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48117670822857,31.23732484158225,1
89117,3101015201100106,六合路南京东路00米,2010-12-25 12:00:00.0,上海市公安局黄浦分局交通警察支队机动责任区,121.47915913391535,31.239069200609805,1
89125,3101015201100135,南京东路西藏中路00米,2010-12-22 14:30:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.46937664095243,31.238721032338066,1
89148,3101015201100332,南京东路沙市一路00米,2011-01-02 17:05:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
89155,3101015201100452,南京东路河南中路00米,2011-01-08 14:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47996792847754,31.240744200184704,1
89157,3101015201100466,南京东路山东中路00米,2011-01-01 12:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48001234775163,31.236372917670767,1
89162,3101015201100554,浙江中路南京东路00米,2011-01-01 22:10:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
89178,3101015201100794,广西北路南京东路00米,2011-01-14 23:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
89187,3101015201100893,南京东路四川中路00米,2011-01-20 19:20:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
89191,3101015201100939,浙江中路南京东路00米,2011-01-22 18:05:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
89227,3101015201101359,南京东路中山东一路00米,2011-02-04 10:40:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
89258,3101015201101612,河南中路南京东路00米,2011-02-16 11:45:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
89430,3101015201103192,浙江中路南京东路00米,2011-04-12 16:45:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
89766,3101015201107051,南京东路中山东一路00米,2011-08-07 22:25:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
89777,3101015201107101,中山东一路南京东路00米,2011-08-13 16:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
89843,3101015201107825,福建中路南京东路00米,2011-09-04 09:30:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
89875,3101015201108269,福建中路南京东路00米,2011-09-18 19:50:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
89886,3101015201108359,福建中路南京东路00米,2011-09-20 16:20:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
90026,3101015201109819,六合路南京东路00米,2011-11-07 10:40:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47977464768879,31.239314936135553,1
90037,3101015201109908,南京东路福建中路00米,2011-11-08 15:50:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47618924646018,31.237171522938805,1
90220,3101015201111607,南京东路江西中路西约0米,2011-04-12 22:55:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48215950922507,31.239767451026275,1
90249,3101015201200125,南京东路浙江中路00米,2011-12-24 17:23:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47423270701847,31.236566093075147,1
90306,3101015201200717,六合路南京东路00米,2012-01-12 11:30:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
90422,3101015201201789,南京东路四川中路西约0米,2012-02-18 20:30:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
90571,3101015201203130,南京东路中山东一路西约60米,2012-04-08 14:55:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.48581289794502,31.23900747487284,1
90644,3101015201203814,南京东路中山东一路西约100米,2012-04-30 12:10:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.48581289794502,31.23900747487284,1
90750,3101015201204878,南京东路进江西中路东约0米,2012-05-30 13:00:00.0,上海市公安局黄浦分局交通警察支队一中队,121.47096507195369,31.23785332961822,1
90773,3101015201205072,福建中路南京东路南约0米,2012-06-05 16:00:00.0,上海市公安局黄浦分局交通警察支队一中队,121.47915913391535,31.239069200609805,1
90810,3101015201205315,南京东路出四川中路西约20米,2012-03-24 20:49:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
90866,3101015201205811,南京东路进中山东一路东约50米,2012-06-18 14:50:00.0,上海市公安局黄浦分局交通警察支队第一责任区,121.47096507195369,31.23785332961822,1
90880,3101015201206040,南京东路进中山东一路东约2米,2012-06-24 15:00:00.0,上海市公安局黄浦分局交通警察支队第一责任区,121.47096507195369,31.23785332961822,1
90945,3101015201206668,四川中路南京东路东约50米,2012-07-10 10:30:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.47096507195369,31.23785332961822,1
91127,3101015201208537,南京东路山西南路北约0米,2012-08-11 09:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47783499377566,31.238914451612178,1
91162,3101015201208810,南京东路出浙江中路东约0米,2012-08-15 20:40:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47096507195369,31.23785332961822,1
91264,3101015201209934,福建中路南京东路北约0米,2012-09-04 11:10:00.0,上海市公安局黄浦分局交通警察支队一中队,121.47915913391535,31.239069200609805,1
91362,3101015201211057,山西南路进南京东路南约30米,2012-09-21 09:33:00.0,上海市公安局黄浦分局交通警察支队一中队,121.47915913391535,31.239069200609805,1
91383,3101015201211328,山东中路南京东路南约20米,2012-09-26 11:40:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.47915913391535,31.239069200609805,1
91417,3101015201211668,南京东路四川中路东约2米,2012-10-04 10:20:00.0,上海市公安局黄浦分局交通警察支队第一责任区,121.47096507195369,31.23785332961822,1
91474,3101015201212119,四川中路进南京东路北约30米,2012-10-11 15:20:00.0,上海市公安局黄浦分局交通警察支队第一责任区,121.47915913391535,31.239069200609805,1
91516,3101015201212570,中山东一路南京东路南约100米,2012-10-18 10:20:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.48581289794502,31.23900747487284,1
91664,3101015201213930,贵州路出南京东路北约7米,2012-10-26 12:30:00.0,上海市公安局黄浦分局交通警察支队一中队,121.47915913391535,31.239069200609805,1
91725,3101015201214583,西藏中路南京东路东约0米,2012-10-25 12:55:00.0,绿地分中心,121.47096507195369,31.23785332961822,1
91732,3101015201214506,南京东路中山东一路东约0米,2012-11-16 13:35:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.47694711211875,31.248560448882866,1
91815,3101015201215493,西藏中路南京东路东约30米,2012-11-29 20:30:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47096507195369,31.23785332961822,1
91957,3101015201216973,南京东路中山东一路东约0米,2012-11-09 08:28:00.0,绿地分中心,121.47694711211875,31.248560448882866,1
92041,3101015201217946,广西北路南京东路东约0米,2012-12-12 16:49:00.0,绿地分中心,121.47096507195369,31.23785332961822,1
92088,3101015201218404,南京东路山东中路南约0米,2012-09-23 14:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48001234775163,31.236372917670767,1
92438,3101015201302640,中山东一路南京东路南约10米,2013-02-23 14:10:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.48581289794502,31.23900747487284,1
92446,3101015201302728,河南中路出南京东路北约20米,2013-02-24 20:40:00.0,上海市公安局黄浦分局交通警察支队一中队,121.47915913391535,31.239069200609805,1
92657,3101015201304740,南京东路西藏中路南约1米,2013-03-08 22:20:00.0,瀚博分中心,121.46937664095243,31.238721032338066,1
92710,3101015201305325,南京东路河南中路北约0米,2013-04-05 16:05:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48117670822857,31.23732484158225,1
92716,3101015201305456,南京东路山东中路南约0米,2013-04-08 10:35:00.0,上海市公安局黄浦分局交通警察支队一中队,121.48001234775163,31.236372917670767,1
92761,3101015201305821,福建中路南京东路南约5米,2013-04-14 14:10:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.47915913391535,31.239069200609805,1
92801,3101015201306271,福建中路出南京东路北约10米,2013-04-21 15:02:00.0,上海市公安局黄浦分局交通警察支队一中队,121.47915913391535,31.239069200609805,1
92875,3101015201307024,西藏中路南京东路南约0米,2013-05-03 00:10:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.47915913391535,31.239069200609805,1
93153,3101015201309902,六合路南京东路北约35米,2013-06-16 18:00:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.47915913391535,31.239069200609805,1
93311,3101015201311550,河南中路南京东路北约0米,2013-07-11 22:10:00.0,上海市公安局黄浦分局交通警察支队一中队,121.47915913391535,31.239069200609805,1
93593,3101015201314431,南京东路浙江中路东约0米,2013-09-14 16:10:00.0,上海市公安局黄浦分局交通警察支队一中队,121.47096507195369,31.23785332961822,1
93607,3101015201314672,浙江中路南京东路东约5米,2013-09-08 16:45:00.0,绿地分中心,121.47096507195369,31.23785332961822,1
93646,3101015201315080,南京东路河南中路东约5米,2013-09-07 20:10:00.0,绿地分中心,121.47096507195369,31.23785332961822,1
93691,3101015201315565,南京东路进四川中路西约3米,2013-09-30 12:20:00.0,上海市公安局黄浦分局交通警察支队第一责任区,121.47915913391535,31.239069200609805,1
94004,3101015201319016,南京东路江西中路西约30米,2013-11-25 09:15:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.48215950922507,31.239767451026275,1
94215,3101015201321351,浙江中路南京东路南约0米,2013-12-29 13:00:00.0,上海市公安局黄浦分局交通警察支队一中队,121.47915913391535,31.239069200609805,1
94222,3101015201321340,南京东路浙江中路北约0米,2013-12-28 15:55:00.0,上海市公安局黄浦分局交通警察支队一中队,121.47423270701847,31.236566093075147,1
94328,3101015201400476,南京东路河南中路东约1米,2014-01-02 13:35:00.0,沪仑分中心,121.47096507195369,31.23785332961822,1
94460,3101015201401543,南京东路四川中路西约10米,2014-01-28 12:00:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.47915913391535,31.239069200609805,1
94587,3101015201402722,福建中路南京东路南约30米,2014-02-23 16:00:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.47915913391535,31.239069200609805,1
94623,3101015201403074,浙江中路南京东路东约0米,2014-03-01 20:40:00.0,上海市公安局黄浦分局交通警察支队一中队,121.47096507195369,31.23785332961822,1
94684,3101015201403882,南京东路福建中路东约0米,2014-03-12 22:30:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47096507195369,31.23785332961822,1
95134,3101015201408312,南京东路中山东一路东约00米,2014-05-09 13:40:00.0,南空分中心,121.47694711211875,31.248560448882866,1
95306,3101015201410034,浙江中路南京东路南约50米,2014-06-20 16:40:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.47915913391535,31.239069200609805,1
95477,3101015201411913,南京东路江西中路东约0米,2014-07-21 14:20:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47096507195369,31.23785332961822,1
95567,3101015201412939,浙江中路南京东路东约0米,2014-08-06 14:05:00.0,上海市公安局黄浦分局交通警察支队一中队,121.47096507195369,31.23785332961822,1
95614,3101015201413506,浙江中路南京东路东约0米,2014-08-16 21:10:00.0,上海市公安局黄浦分局交通警察支队一中队,121.47096507195369,31.23785332961822,1
95749,3101015201414930,河南中路南京东路东约00米,2014-07-22 16:56:00.0,南空分中心,121.47096507195369,31.23785332961822,1
96177,3101015201419168,南京东路江西中路东约0米,2014-11-14 09:55:00.0,上海市公安局黄浦分局交通警察支队一中队,121.47096507195369,31.23785332961822,1
96330,3101015201420747,南京东路中山东一路东约0米,2014-12-08 10:20:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.47694711211875,31.248560448882866,1
96400,3101015201421542,南京东路中山东一路西约100米,2014-12-19 19:05:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.48581289794502,31.23900747487284,1
96546,3101015201500113,南京东路贵州路东约0米,2015-01-04 16:30:00.0,上海市公安局黄浦分局交通警察支队一中队,121.47096507195369,31.23785332961822,1
96552,3101015201500102,浙江中路南京东路南约0米,2015-01-01 08:30:00.0,上海市公安局黄浦分局交通警察支队一中队,121.47915913391535,31.239069200609805,1
96584,3101015201500592,浙江中路南京东路南约50米,2015-01-14 08:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
96618,3101015201500966,浙江中路南京东路北约0米,2015-01-22 10:50:00.0,上海市公安局黄浦分局交通警察支队一中队,121.47915913391535,31.239069200609805,1
96903,3101015201503433,南京东路进中山东一路东约100米,2015-01-29 17:15:00.0,上汽交运分中心,121.47096507195369,31.23785332961822,1
97031,3101015201504776,山西南路南京东路南约0米,2015-04-03 08:50:00.0,上海市公安局黄浦分局交通警察支队一中队,121.47915913391535,31.239069200609805,1
97146,3101015201506000,四川中路南京东路北约0米,2015-04-22 17:00:00.0,上海市公安局黄浦分局交通警察支队第一责任区,121.47915913391535,31.239069200609805,1
97154,3101015201506158,山东中路南京东路东约0米,2015-04-25 23:10:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.47096507195369,31.23785332961822,1
97244,3101015201507161,中山东一路南京东路北约0米,2015-05-09 20:05:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
97262,3101015201507380,江西中路出南京东路北约85米,2015-05-14 18:40:00.0,上海市公安局黄浦分局交通警察支队一中队,121.47915913391535,31.239069200609805,1
97296,3101015201507685,南京东路四川中路东约100米,2015-05-19 22:50:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.47096507195369,31.23785332961822,1
97690,3101015201511586,南京东路出贵州路西约60米,2015-07-24 11:26:00.0,上海市公安局黄浦分局交通警察支队一中队,121.47146058435224,31.238881199574177,1
97718,3101015201511803,九江路南京东路东约0米,2015-07-26 23:50:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47096507195369,31.23785332961822,1
97743,3101015201512025,六合路进南京东路南约80米,2015-08-01 16:12:00.0,上海市公安局黄浦分局交通警察支队一中队,121.47915913391535,31.239069200609805,1
97912,3101015201513823,中山东一路南京东路北约0米,2015-08-31 23:15:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.48581289794502,31.23900747487284,1
97928,3101015201513908,河南中路进南京东路南约10米,2015-08-25 16:00:00.0,上汽交运分中心,121.47915913391535,31.239069200609805,1
97945,3101015201514153,四川中路进南京东路南约30米,2015-09-05 17:15:00.0,上海市公安局黄浦分局交通警察支队第一责任区,121.47915913391535,31.239069200609805,1
98115,3101015201516039,南京东路四川中路东约00米,2015-09-19 14:51:00.0,南空分中心,121.47096507195369,31.23785332961822,1
98199,3101015201516953,南京东路西藏中路东约00米,2015-10-16 06:30:00.0,南空分中心,121.47096507195369,31.23785332961822,1
98279,3101015201517683,南京东路福建中路东约0米,2015-11-09 22:30:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.47096507195369,31.23785332961822,1
98407,3101015201519072,南京东路中山东一路西约100米,2015-12-02 09:25:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.48581289794502,31.23900747487284,1
98682,3101015201600744,南京东路河南中路东约00米,2016-01-01 20:40:00.0,南空分中心,121.47096507195369,31.23785332961822,1
98766,3101015201601437,南京东路浙江中路南约0米,2016-02-04 20:00:00.0,上海市公安局黄浦分局交通警察支队一中队,121.47423270701847,31.236566093075147,1
98829,3101015201602072,中山东一路南京东路北约30米,2016-02-25 18:30:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.48581289794502,31.23900747487284,1
98839,3101015201602181,六合路进南京东路北约80米,2016-02-28 21:35:00.0,上海市公安局黄浦分局交通警察支队一中队,121.47915913391535,31.239069200609805,1
98923,3101015201603056,南京东路进中山东一路西约80米,2016-03-17 14:50:00.0,上海市公安局黄浦分局交通警察支队第一责任区,121.47915913391535,31.239069200609805,1
98984,3101015201603703,南京东路河南中路北约0米,2016-03-31 16:15:00.0,上海市公安局黄浦分局交通警察支队一中队,121.48117670822857,31.23732484158225,1
99034,3101015201604227,南京东路中山东一路西约35米,2016-04-13 15:30:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.48581289794502,31.23900747487284,1
99063,3101015201604511,南京东路中山东一路南约0米,2016-04-19 13:30:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.48581289794502,31.23900747487284,1
99120,3101015201605155,福建中路南京东路西约0米,2016-05-03 16:10:00.0,上海市公安局黄浦分局交通警察支队一中队,121.47915913391535,31.239069200609805,1
99258,3101015201606533,南京东路出四川中路西约20米,2016-06-02 11:20:00.0,上海市公安局黄浦分局交通警察支队一中队,121.47915913391535,31.239069200609805,1
99316,3101015201607132,中山东一路南京东路南约20米,2016-06-16 23:00:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.48581289794502,31.23900747487284,1
99444,3101015201608434,南京东路山西南路东约1米,2016-07-11 07:10:00.0,瀚博分中心,121.47096507195369,31.23785332961822,1
99690,3101015201611157,广西北路进南京东路南约30米,2016-09-15 20:20:00.0,上海市公安局黄浦分局交通警察支队第二责任区,121.47915913391535,31.239069200609805,1
99728,3101015201611588,福建中路进南京东路北约30米,2016-09-27 09:25:00.0,上海市公安局黄浦分局交通警察支队第二责任区,121.47915913391535,31.239069200609805,1
99789,3101015201612267,江西中路进南京东路北约50米,2016-10-15 21:30:00.0,上海市公安局黄浦分局交通警察支队第二责任区,121.47915913391535,31.239069200609805,1
99798,3101015201612354,中山东一路南京东路南约5米,2016-10-18 22:40:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.48581289794502,31.23900747487284,1
99906,3101016200700103,四川中路、南京东路,2007-06-23 03:10:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
99968,3101016200700757,河南中路、南京东路,2007-07-10 10:05:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
99973,3101016200700800,中山东一路、南京东路,2007-07-09 09:30:00.0,上海市公安局黄浦分局交通警察支队机动责任区,121.48581289794502,31.23900747487284,1
99981,3101016200700878,南京东路、四川中路,2007-07-13 22:28:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
100028,3101016200701250,中山东一路、南京东路,2007-07-24 10:10:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
100045,3101016200701486,南京东路、西藏中路,2007-07-26 23:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.46937664095243,31.238721032338066,1
100058,3101016200701657,中山东一路、南京东路,2007-08-01 23:25:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
100067,3101016200701725,河南中路、南京东路,2007-08-04 12:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
100073,3101016200701816,西藏南路、南京东路,2007-08-03 17:10:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
100087,3101016200701946,南京东路、河南中路,2007-08-08 15:58:00.0,上海市公安局黄浦分局交通警察支队机动责任区,121.48117670822857,31.23732484158225,1
100127,3101016200702342,南京东路、中山东一路,2007-08-16 09:35:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
100174,3101016200702800,河南中路、南京东路,2007-08-27 14:25:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
100248,3101016200703483,中山东一路、南京东路,2007-09-11 19:20:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
100280,3101016200703888,南京东路、山西南路,2007-09-20 13:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47783499377566,31.238914451612178,1
100331,3101016200704417,河南中路、南京东路,2007-09-11 20:45:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
100348,3101016200704631,南京东路、四川中路,2007-10-03 14:30:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
100595,3101016200707217,浙江中路近南京东路,2007-12-10 20:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
100795,3101016200801240,中山东一路近南京东路,2008-01-18 21:10:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
100809,3101016200801351,中山东一路近南京东路,2008-01-21 09:49:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
100861,3101016200802059,中山东一路、南京东路,2008-02-04 15:25:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
100945,3101016200802838,中山东一路、南京东路,2008-02-25 08:40:00.0,上海市公安局黄浦分局交通警察支队机动责任区,121.48581289794502,31.23900747487284,1
101108,3101016200804212,南京东路、江西中路,2008-03-30 01:50:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48215950922507,31.239767451026275,1
101183,3101016200804945,中山东一路近南京东路,2008-04-16 20:40:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
101199,3101016200805077,山西南路近南京东路,2008-04-20 15:34:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
101236,3101016200805520,南京东路，浙江中路,2008-04-24 09:21:00.0,上海市公安局黄浦分局交通警察支队机动责任区,121.47423270701847,31.236566093075147,1
